ID, Compulsory, Natural, Social
BD1208784 6.6 11.5 0
BD1208785 12.75 7.75 21.25
BD1208786 21.5 0 20.75
BD1208787 16.5 0 19.25
BD1208788 13.85 0 17
BD1208789 11.95 12.25 18.25
BD1208790 18.3 19 0
BD1208791 12.25 0 15.75
BD1208792 13.75 0 18.5
BD1208793 13.2 9.5 14
BD1208794 13.4 12.75 0
BD1208795 15.5 14.75 0
BD1208796 14.15 0 18.5
BD1208797 14.4 0 14.75
BD1208798 14.85 0 18.25
BD1208799 21.75 0 20.25
BD1208800 14.1 11 17.75
BD1208801 11.1 0 17
BD1208802 13.9 0 17.75
BD1208803 8.75 8.5 17.25
BD1208804 22.1 18 0
BD1208805 21 19.25 0
BD1208806 23.45 21.5 0
BD1208807 16.25 17.75 0
BD1208808 23.35 0 19.5
BD1208809 7.9 6.25 13.25
BD1208810 9.05 0 12
BD1208811 15.15 14.25 0
BD1208812 22.3 9.25 17
BD1208813 9.15 0 14.5
BD1208814 12.3 0 17.5
BD1208815 17.6 17.5 0
BD1208816 19.3 17.75 0
BD1208817 16.15 16 0
BD1208818 13.35 0 25.25
BD1208819 16.25 0 18.25
BD1208820 19.3 18 0
BD1208821 16.2 15.25 0
BD1208822 19.1 17.75 0
BD1208823 20 0 17.25
BD1208824 15.25 0 19.5
BD1208825 16.4 12.25 0
BD1208826 22.15 18 0
BD1208827 20.9 16 0
BD1208828 16.45 0 20.75
BD1208829 17 13.75 0
BD1208830 18.8 0 21.5
BD1208831 17.4 21.5 0
BD1208832 12.55 10.25 16
BD1208833 11.75 0 19.25
BD1208834 10.75 5.5 15.5
BD1208835 10.85 8.25 14.75
BD1208836 15.9 0 16.5
BD1208837 14.8 0 17.25
BD1208838 15.2 0 18.5
BD1208839 11.5 0 16
BD1208840 11.85 11 12.25
BD1208841 20.65 16.5 0
BD1208842 21.85 0 16.5
BD1208843 14.95 16.25 0
BD1208844 18.9 20.5 0
BD1208845 21.8 0 18.25
BD1208846 12.8 0 18.5
BD1208847 18.35 0 17.5
BD1208848 14.55 9.5 0
BD1208849 21.15 21 0
BD1208850 8.6 0 0
BD1208851 21.95 0 19.75
BD1208852 14.25 0 17.5
BD1208853 7.55 0 12.25
BD1208854 16.6 17.25 0
BD1208855 16.3 0 17.25
BD1208856 15 0 16.25
BD1208857 12.15 0 13.75
BD1208858 17.6 0 15.5
BD1208859 11.2 0 19.5
BD1208860 18.9 17.25 0
BD1208861 11.25 9 15.75
BD1208862 12.9 12 0
BD1208863 17.1 0 19
BD1208864 6.9 7.5 9
BD1208865 9.95 9.25 14.75
BD1208866 17.05 18 0
BD1208867 17.75 8.75 18.25
BD1208868 19.65 14.75 0
BD1208869 9.2 9.5 13.25
BD1208870 20.5 20.75 0
BD1208871 14.4 9.25 16.5
BD1208872 17 0 18.5
BD1208873 16.6 0 21.25
BD1208874 11.7 0 16.5
BD1208875 15.1 0 20.75
BD1208876 16.8 16.5 0
BD1208877 13.85 11.75 19.5
BD1208878 11.35 10 0
BD1208879 17.3 14.25 0
BD1208880 15.45 12.25 0
BD1208881 11.05 0 10.5
BD1208882 15.6 0 18.5
BD1208883 10.95 9.5 16.75
BD1208884 4.6 6 0
BD1208885 16.15 0 17.25
BD1208886 15.65 12.5 17.75
BD1208887 7.15 0 12
BD1208888 16.85 0 22.5
BD1208889 14.75 0 20
BD1208890 13.65 12.5 0
BD1208891 17.05 19.5 20.75
BD1208892 10.6 0 19.75
BD1208893 17.9 17.75 0
BD1208894 17.6 18.25 18
BD1208895 15.35 16.75 0
BD1208896 22.3 0 21.75
BD1208897 14.25 16.5 0
BD1208898 13.75 0 20.75
BD1208899 13.75 0 19.25
BD1208900 15.6 16.5 0
BD1208901 9.05 8.25 18.75
BD1208902 16.3 0 16
BD1208903 7.55 0 16.75
BD1208904 12.8 0 15.5
BD1208905 13.7 17.75 0
BD1208906 18.6 0 22
BD1208907 15.15 12 0
BD1208908 22.4 22.75 0
BD1208909 13.6 0 19.25
BD1208910 14.85 12.25 0
BD1208911 15.4 5.75 0
BD1208912 12.1 8.25 16.25
BD1208913 10.65 0 19
BD1208914 13.5 0 14
BD1208915 14.55 0 18.5
BD1208916 13.85 0 13.75
BD1208917 15.7 0 17
BD1208918 18.25 0 19.5
BD1208919 12.55 10.5 12.5
BD1208920 16 8.5 18.75
BD1208921 9.9 7.75 20.5
BD1208922 16.15 14.75 0
BD1208923 10.95 10 0
BD1208924 16.85 0 18.25
BD1208925 12.45 0 17.5
BD1208926 16.75 13.25 0
BD1208927 12.6 0 18.75
BD1208928 18.6 0 16.5
BD1208929 12.9 13.5 0
BD1208930 8.5 0 5.75
BD1208931 18.2 19.5 0
BD1208932 10.25 0 14.25
BD1208933 16.25 15.25 0
BD1208934 12.85 0 19
BD1208935 12.7 0 14.75
BD1208936 14.9 0 13.75
BD1208937 17.75 15 0
BD1208938 14.35 11.5 15
BD1208939 8.1 0 11
BD1208940 15.4 0 19.75
BD1208941 18.45 17 0
BD1208942 12.4 0 16.25
BD1208943 19.15 0 18.5
BD1208944 12.85 0 20.5
BD1208945 16.55 18 0
BD1208946 6.25 0 10.75
BD1208947 8.4 9.5 16.5
BD1208948 20.85 17.25 0
BD1208949 14.65 0 23.75
BD1208950 17.85 0 21.25
BD1208951 17.7 10 0
BD1208952 12.95 0 16.75
BD1208953 7.85 0 11.5
BD1208954 16.9 0 15.5
BD1208955 14.8 17.5 0
BD1208956 14.5 13 0
BD1208957 17.6 0 23.5
BD1208958 15.8 15.25 0
BD1208959 13.3 0 19.25
BD1208960 17.5 0 19.75
BD1208961 16 11.25 13
BD1208962 16.85 16.75 0
BD1208963 17.6 20.25 0
BD1208964 18.9 0 18.5
BD1208965 18.5 0 20
BD1208966 15.6 0 17.25
BD1208967 15.7 0 19.5
BD1208968 11.95 0 12.75
BD1208969 10.7 0 12.75
BD1208970 14.65 0 18.75
BD1208971 14 13.75 14.5
BD1208972 20 20.75 0
BD1208973 21 21.25 0
BD1208974 17.35 13.5 0
BD1208975 11.4 8.5 17.25
BD1208976 20.8 19.75 0
BD1208977 15.05 17.75 0
BD1208978 17.35 14.5 0
BD1208979 17 18 0
BD1208980 16.2 22.25 0
BD1208981 12.8 14.5 0
BD1208982 17.45 12.75 0
BD1208983 16.35 0 21.25
BD1208984 14.35 10.75 0
BD1208985 16.65 18.75 0
BD1208986 20.9 0 19.5
BD1208987 17.6 14.25 18
BD1208988 19.35 15 0
BD1208989 22.7 18 0
BD1208990 3.85 0 6
BD1208991 17.45 18.75 0
BD1208992 18.1 18.75 0
BD1208993 15.55 0 20.25
BD1208994 13.3 13.75 0
BD1208995 16.75 0 18.75
BD1208996 11.3 8.75 17.75
BD1208997 13.7 8.5 15
BD1208998 2.8 6 0
BD1208999 15.6 0 18.25
BD1209000 20.95 17 0
BD1209001 8.75 0 14.75
BD1209002 9.45 0 13.75
BD1209003 4.7 0 4.5
BD1209004 14.85 0 17.75
BD1209005 20.95 20.75 0
BD1209006 11.7 0 15.5
BD1209007 14.85 15.75 0
BD1209008 4.9 0 7.5
BD1209009 14.1 13.75 13
BD1209010 4.9 0 6.75
BD1209011 11 9.25 17
BD1209012 19.25 18.25 0
BD1209013 18.4 16.5 0
BD1209014 16.7 16.25 0
BD1209015 8.45 9.25 9.75
BD1209016 19.25 0 20.75
BD1209017 12.95 0 15
BD1209018 12.65 13.5 15.5
BD1209019 15 0 18.75
BD1209020 12.75 14 0
BD1209021 14.55 10.25 0
BD1209022 19.1 15.5 0
BD1209023 14.45 0 20.75
BD1209024 13.65 0 18.25
BD1209025 14.4 12.75 0
BD1209026 19.95 13 0
BD1209027 17.6 0 21.5
BD1209028 15.15 0 18.75
BD1209029 16.85 11.25 0
BD1209030 14.3 0 18.75
BD1209031 15.2 0 18.75
BD1209032 7.2 0 9.25
BD1209033 23.05 18 0
BD1209034 10.7 10.25 13
BD1209035 8.45 0 16
BD1209036 19.85 20.25 0
BD1209037 12.6 6.75 18.5
BD1209038 13.7 0 17.25
BD1209039 19.2 0 18.25
BD1209040 20.35 19 0
BD1209041 11.15 0 19.5
BD1209042 16.2 19.25 0
BD1209043 12.95 8.75 16.75
BD1209044 17.3 0 17
BD1209045 19.7 0 17
BD1209046 16.6 9 17.5
BD1209047 15.65 0 17.75
BD1209048 13.05 0 17
BD1209049 18.95 18.25 0
BD1209050 10.3 0 10.75
BD1209051 16.5 14.5 0
BD1209052 16.3 16.25 0
BD1209053 13.15 10.75 17.5
BD1209054 20.1 17 0
BD1209055 15.75 17.25 0
BD1209056 13.25 0 17.25
BD1209057 12.35 0 18.75
BD1209058 17.15 18.25 0
BD1209059 18 15.75 0
BD1209060 22.9 18.5 0
BD1209061 14.5 16.5 0
BD1209062 17.85 11.75 16.25
BD1209063 15.45 11.75 16.5
BD1209064 15.2 13 0
BD1209065 8.6 10.5 15
BD1209066 17.2 19.25 0
BD1209067 12.85 0 16.75
BD1209068 12.7 9.75 0
BD1209069 11.7 0 18.75
BD1209070 17.45 15.25 0
BD1209071 15.35 0 17
BD1209072 17.5 15.5 0
BD1209073 13.3 0 16.25
BD1209074 18.7 0 19.25
BD1209075 22.4 22.5 0
BD1209076 16.45 17 0
BD1209077 8.45 0 10.5
BD1209078 16.9 0 21.25
BD1209079 21.15 0 23.75
BD1209080 20.7 0 19
BD1209081 13.4 0 16.25
BD1209082 16.25 8.5 16.75
BD1209083 16.7 14.75 0
BD1209084 12.4 15 0
BD1209085 17.2 13.75 17.75
BD1209086 24.95 19.25 0
BD1209087 13.2 0 20.25
BD1209088 15.6 10.75 20
BD1209089 9.35 0 15
BD1209090 14.3 13 0
BD1209091 13.05 0 17
BD1209092 21.15 0 20
BD1209093 15.9 19.25 0
BD1209094 5.4 0 7.75
BD1209095 7.95 0 17.5
BD1209096 16.3 0 15.75
BD1209097 10.15 8.5 19
BD1209098 14.45 0 20.75
BD1209099 18.85 17 0
BD1209100 22.6 0 21.5
BD1209101 13.95 0 18
BD1209102 13.45 8.75 0
BD1209103 8.9 9 13.5
BD1209104 10.25 0 15.5
BD1209105 12.8 10.25 14.75
BD1209106 12.15 0 20.5
BD1209107 21.2 15.25 16.75
BD1209108 18.85 0 16.5
BD1209109 18.1 0 21.5
BD1209110 10.25 0 18
BD1209111 12.8 0 21.75
BD1209112 18.95 18.25 0
BD1209113 16.35 0 19.5
BD1209114 14.3 16.75 0
BD1209115 5.6 9.25 0
BD1209116 11.25 0 17.5
BD1209117 13.25 0 21.5
BD1209118 14.1 11.25 0
BD1209119 13.05 0 19.25
BD1209120 17.55 13.5 0
BD1209121 16.2 12.5 0
BD1209122 11.95 8.75 17.25
BD1209123 18.8 16 0
BD1209124 15.9 0 22.5
BD1209125 11.5 0 16.75
BD1209126 16.05 0 15.5
BD1209127 20.6 0 18
BD1209128 16.9 0 20.25
BD1209129 20.7 12.5 0
BD1209130 16.85 19.25 0
BD1209131 18.65 19 0
BD1209132 16.4 0 19.75
BD1209133 14.2 0 17
BD1209134 10.7 0 14.75
BD1209135 17.9 17 0
BD1209136 19.5 0 20.5
BD1209137 15.6 0 15.75
BD1209138 7.65 0 14.75
BD1209139 12.6 0 14
BD1209140 17.7 14.25 0
BD1209141 21.3 16.25 0
BD1209142 13.15 0 19
BD1209143 19.8 0 22.75
BD1209144 16.85 18.25 0
BD1209145 17.2 0 17.5
BD1209146 15.75 0 15.75
BD1209147 15.3 0 17.75
BD1209148 10.9 0 13.5
BD1209149 19.15 0 18
BD1209150 14.5 0 17.75
BD1209151 18.35 0 15.75
BD1209152 13.55 8 16.75
BD1209153 13.8 0 13
BD1209154 15.55 16.75 0
BD1209155 13.3 0 21.25
BD1209156 4.85 0 8.75
BD1209157 16.6 18.25 0
BD1209158 16.05 0 20.5
BD1209159 14.6 0 17.25
BD1209160 18.2 19.25 0
BD1209161 16.05 16.5 0
BD1209162 19.5 18.75 0
BD1209163 11.6 0 18.75
BD1209164 13.7 13.5 17
BD1209165 12.85 0 13.75
BD1209166 11.3 0 15
BD1209167 14.35 0 21.25
BD1209168 12.15 7.25 18.75
BD1209169 15.6 0 17.25
BD1209170 11.25 0 19.25
BD1209171 13.6 0 19
BD1209172 16.2 16 0
BD1209173 18.55 16.75 0
BD1209174 15.7 15 0
BD1209175 10.05 0 16.25
BD1209176 10.6 0 13.25
BD1209177 16.5 0 18.75
BD1209178 13.4 0 20.25
BD1209179 18.55 17.75 0
BD1209180 20.15 0 26.25
BD1209181 5 7 0
BD1209182 15.45 0 16
BD1209183 20 0 21.5
BD1209184 11.1 0 13
BD1209185 14.1 9.75 21.25
BD1209186 22.3 21 0
BD1209187 18.85 16 0
BD1209188 20.5 19.25 0
BD1209189 22.05 14.75 16
BD1209190 9.4 0 13
BD1209191 17.05 15 0
BD1209192 14.65 12 19.75
BD1209193 13.25 9.75 18.25
BD1209194 14.6 0 17.75
BD1209195 21.55 0 21.75
BD1209196 8.05 0 17.75
BD1209197 6.4 0 3.25
BD1209198 16.05 19.75 0
BD1209199 10.4 0 14.25
BD1209200 10.75 0 13.75
BD1209201 17.9 0 21.5
BD1209202 13.65 9.25 17.75
BD1209203 16.8 14 0
BD1209204 14.35 0 16.75
BD1209205 11.75 0 15.75
BD1209206 18.6 17.25 0
BD1209207 15.95 14.75 0
BD1209208 18.5 13.25 0
BD1209209 17.25 0 13.5
BD1209210 10.2 10 17.5
BD1209211 18.85 13.25 0
BD1209212 19.9 18.5 0
BD1209213 18.35 10 20.25
BD1209214 13.7 9.5 0
BD1209215 18.9 16.75 0
BD1209216 11.45 0 19.75
BD1209217 16.4 10.25 20.5
BD1209218 16.3 11.25 16.25
BD1209219 14.65 11.75 18.25
BD1209220 11.9 12 0
BD1209221 15.05 0 20.75
BD1209222 13.5 0 18.5
BD1209223 16.15 14.5 18.5
BD1209224 21.9 0 19.5
BD1209225 21.2 16.25 14.75
BD1209226 10.1 0 16.75
BD1209227 12.7 0 15.75
BD1209228 18.85 17.25 0
BD1209229 16.15 0 18.25
BD1209230 20.2 16.25 0
BD1209231 15.1 0 17.75
BD1209232 11.3 8.75 12.5
BD1209233 17.05 0 17.75
BD1209234 11.6 10 18.5
BD1209235 14.5 0 17
BD1209236 24.4 0 20
BD1209237 18.05 0 19.75
BD1209238 15 0 19
BD1209239 9.05 9.75 11.25
BD1209240 16.7 15.75 0
BD1209241 10.6 0 22.75
BD1209242 17.3 0 17.5
BD1209243 15.6 0 19.5
BD1209244 16.1 0 19.75
BD1209245 12.5 14.25 0
BD1209246 15.25 0 16.75
BD1209247 16.05 14.5 0
BD1209248 20.1 0 18.5
BD1209249 22 16.25 0
BD1209250 14.3 0 21.25
BD1209251 15.05 15.25 0
BD1209252 14.7 12 18.75
BD1209253 11 0 17.25
BD1209254 21.8 17.25 0
BD1209255 12.25 6.25 15
BD1209256 12.4 0 13.25
BD1209257 8.45 0 14.5
BD1209258 16.7 0 18.25
BD1209259 12.6 15 0
BD1209260 14.95 14.75 14
BD1209261 11.8 0 15
BD1209262 12.2 0 16.75
BD1209263 13.1 0 19.75
BD1209264 19.4 0 25.5
BD1209265 15 15.25 0
BD1209266 19.05 12.75 0
BD1209267 10.55 8.5 17.5
BD1209268 19.45 18.5 0
BD1209269 12.7 13 0
BD1209270 16.75 0 18.75
BD1209271 12.25 0 14.25
BD1209272 15.35 0 20.5
BD1209273 12.3 0 17.5
BD1209274 11.55 0 16.25
BD1209275 15.4 16.25 0
BD1209276 12.9 0 17.75
BD1209277 10.35 0 19.25
BD1209278 18.8 19.25 0
BD1209279 19.7 0 19.75
BD1209280 12.85 0 18.75
BD1209281 18.15 20.25 0
BD1209282 19.1 0 20
BD1209283 7 10.75 0
BD1209284 9.1 0 13.25
BD1209285 10.7 10 10.75
BD1209286 18 0 18.75
BD1209287 16.85 20.5 0
BD1209288 18.7 16.25 0
BD1209289 9.5 0 17.25
BD1209290 14.25 13.75 0
BD1209291 16.35 0 22.75
BD1209292 13.2 9.5 16.25
BD1209293 16.5 16.25 0
BD1209294 16.1 15.25 0
BD1209295 13.05 13 0
BD1209296 14.15 0 16.25
BD1209297 19.75 15 0
BD1209298 14.05 9.25 21.25
BD1209299 12.3 0 19.25
BD1209300 7.65 0 15.75
BD1209301 21.2 15.75 0
BD1209302 12.8 11.25 17.75
BD1209303 17.1 0 12.5
BD1209304 17.05 15.5 0
BD1209305 10.8 0 14.5
BD1209306 12.75 11.75 20
BD1209307 5.8 0 12.5
BD1209308 15.9 6.25 20
BD1209309 15.2 12.5 0
BD1209310 16.6 18.75 0
BD1209311 11.75 10.75 0
BD1209312 18.2 0 23.75
BD1209313 17.8 19.5 0
BD1209314 12.4 0 16.25
BD1209315 18.75 18.75 0
BD1209316 9.5 0 15.5
BD1209317 17.55 20.5 0
BD1209318 10.65 10.75 0
BD1209319 17.2 17 0
BD1209320 14.6 19.75 15
BD1209321 15.25 13.5 15
BD1209322 13.7 0 22.25
BD1209323 8.65 0 15.25
BD1209324 12.8 0 17.75
BD1209325 17.2 12.75 0
BD1209326 15.05 19.25 0
BD1209327 15.5 16 19
BD1209328 16.3 20 0
BD1209329 16.35 14.75 18.5
BD1209330 14.9 8.75 17
BD1209331 18.4 0 20
BD1209332 16.4 16.25 0
BD1209333 14.45 0 15.5
BD1209334 21.4 0 20.75
BD1209335 13.7 10.75 18.25
BD1209336 14 0 16.75
BD1209337 16.8 0 19.25
BD1209338 17.05 15.75 13.25
BD1209339 14.55 14.5 0
BD1209340 11.35 11.5 13
BD1209341 16.65 13 0
BD1209342 13 7.25 13.5
BD1209343 14.4 14.25 0
BD1209344 10 0 17.5
BD1209345 9.7 0 10.5
BD1209346 14.45 0 15.75
BD1209347 17.75 10.75 18.75
BD1209348 10.25 0 21.25
BD1209349 20.65 19.75 0
BD1209350 21.25 15.75 0
BD1209351 8.25 8.5 14.25
BD1209352 23.3 19.75 0
BD1209353 20 21.5 0
BD1209354 18.45 15.5 0
BD1209355 13.7 0 19
BD1209356 14.65 0 20.75
BD1209357 17.05 15.25 0
BD1209358 12.4 0 14.75
BD1209359 18.1 17 0
BD1209360 14.2 11.75 0
BD1209361 8.1 8 0
BD1209362 12 11 12.5
BD1209363 13.35 7.5 0
BD1209364 14.85 11.5 20
BD1209365 15.6 0 21.25
BD1209366 10 5 0
BD1209367 9.15 0 15.25
BD1209368 20.4 22 0
BD1209369 16.25 13.25 0
BD1209370 6.6 7.75 12
BD1209371 17.05 16 0
BD1209372 9 11.75 0
BD1209373 11.2 7.75 16.75
BD1209374 18.3 18 0
BD1209375 10.9 0 15
BD1209376 12.45 0 14.25
BD1209377 14.95 0 20.25
BD1209378 13.95 0 16.5
BD1209379 19.85 0 20
BD1209380 9 16.75 0
BD1209381 13.85 0 17
BD1209382 20.95 16.25 0
BD1209383 10.75 9 18
BD1209384 12.95 0 13
BD1209385 17.9 19 0
BD1209386 14.05 0 17.75
BD1209387 13.15 0 12.5
BD1209388 4.3 0 7.5
BD1209389 19.15 14 0
BD1209390 13.65 20.5 0
BD1209391 7.4 0 12.5
BD1209392 15 13.5 0
BD1209393 10.85 8.25 11.5
BD1209394 21.75 15.25 0
BD1209395 14.95 0 16.25
BD1209396 11.3 10.5 13.75
BD1209397 11.1 0 23
BD1209398 14.65 0 15.75
BD1209399 16.25 16.75 0
BD1209400 19.95 14 0
BD1209401 23.4 15 0
BD1209402 17.55 18.5 0
BD1209403 11.8 7.5 14.25
BD1209404 10.9 0 17.5
BD1209405 13.65 0 21.75
BD1209406 11.5 13.5 0
BD1209407 19.5 16 0
BD1209408 12.65 0 17.5
BD1209409 17.6 0 20.75
BD1209410 13.1 10 15.5
BD1209411 15.6 17 0
BD1209412 11.15 0 14.75
BD1209413 11.9 8.75 14.25
BD1209414 15.45 0 17.25
BD1209415 9.8 0 17.75
BD1209416 15.4 0 18.25
BD1209417 7.35 0 7.75
BD1209418 23.55 0 18
BD1209419 16.85 16.75 0
BD1209420 10.65 0 15.5
BD1209421 11.5 0 18
BD1209422 19.2 0 23.25
BD1209423 22.15 17 0
BD1209424 16.8 18.5 0
BD1209425 17.45 16 0
BD1209426 5.6 0 7.75
BD1209427 12.5 0 15.75
BD1209428 17.2 14.25 0
BD1209429 16.55 0 18.75
BD1209430 19.9 20.75 0
BD1209431 14.3 0 20.25
BD1209432 24.45 0 20.25
BD1209433 17.2 0 14.5
BD1209434 14.8 0 17
BD1209435 12.05 0 17.5
BD1209436 15.8 19 0
BD1209437 9.65 0 11.75
BD1209438 18.65 0 15.5
BD1209439 14.85 15.25 0
BD1209440 16.25 0 18.25
BD1209441 22 0 20
BD1209442 18.45 10.75 17.25
BD1209443 21.75 20.25 0
BD1209444 19.3 15.25 0
BD1209445 11 0 13
BD1209446 22.1 19.75 0
BD1209447 17.4 18 0
BD1209448 17.4 16.75 0
BD1209449 13.8 9 0
BD1209450 14.8 13.5 18.75
BD1209451 17.95 0 18.75
BD1209452 17.4 14 0
BD1209453 15.7 13 0
BD1209454 23.35 16.25 0
BD1209455 14.3 9.75 0
BD1209456 22.3 17.5 0
BD1209457 14.6 0 17.5
BD1209458 14 0 15.5
BD1209459 12.65 0 17
BD1209460 9.5 0 16.75
BD1209461 10.6 0 13
BD1209462 14.8 13.25 0
BD1209463 17.25 0 22.5
BD1209464 11.2 0 17
BD1209465 15.05 12.25 9.75
BD1209466 6.75 6.5 16.25
BD1209467 9.15 0 13.25
BD1209468 22 14.25 0
BD1209469 15.4 15.5 0
BD1209470 15.5 0 19.25
BD1209471 11.5 0 15.75
BD1209472 19.3 0 21.75
BD1209473 16.6 0 17
BD1209474 16 12.5 14.25
BD1209475 11.85 0 16.25
BD1209476 11.1 0 15
BD1209477 18.5 0 19.25
BD1209478 5.8 9.75 0
BD1209479 21.85 21.25 0
BD1209480 17.65 14 0
BD1209481 14.95 0 18.75
BD1209482 13.55 0 16.75
BD1209483 10.6 0 14
BD1209484 12.5 0 22
BD1209485 18.3 19 0
BD1209486 7.85 0 15.25
BD1209487 15.3 10 12.5
BD1209488 18.65 20.5 0
BD1209489 16.95 14 15
BD1209490 16.5 0 25.25
BD1209491 11.35 0 13.25
BD1209492 10.55 0 15.75
BD1209493 17.5 19 0
BD1209494 14.45 0 19.75
BD1209495 9.8 0 15.75
BD1209496 20.9 16.5 0
BD1209497 18.15 16.75 0
BD1209498 10.35 9.5 14.25
BD1209499 15.65 18.5 0
BD1209500 15.1 0 20
BD1209501 10.7 0 16.5
BD1209502 12.6 0 14.5
BD1209503 14.35 15.75 14.75
BD1209504 9.1 7 13.5
BD1209505 14.6 0 16.25
BD1209506 17.2 15.75 0
BD1209507 16.1 0 16.25
BD1209508 20.9 16.25 0
BD1209509 14.15 12.5 13.5
BD1209510 8.2 0 10.5
BD1209511 9.4 0 10.25
BD1209512 16.4 16.5 0
BD1209513 14.4 8.25 20.5
BD1209514 21.1 17.75 0
BD1209515 19.95 0 17.75
BD1209516 5.2 0 7.5
BD1209517 6.7 0 9.5
BD1209518 9.6 0 19.25
BD1209519 15.65 0 19.75
BD1209520 16.6 13.5 20.25
BD1209521 19.3 14.75 0
BD1209522 11.5 0 15
BD1209523 16.55 0 18.5
BD1209524 14.05 0 17.5
BD1209525 12.4 13.5 0
BD1209526 22.5 19 0
BD1209527 13.8 0 13.75
BD1209528 16.85 0 19.5
BD1209529 14.65 0 21.75
BD1209530 20.8 0 23.5
BD1209531 23.05 14.75 0
BD1209532 17.2 0 17.75
BD1209533 11.25 0 3.75
BD1209534 20.1 21.75 0
BD1209535 15.5 12.5 17.5
BD1209536 18.7 15 0
BD1209537 11.45 0 17
BD1209538 15.95 0 17
BD1209539 18.65 10.25 0
BD1209540 18.75 0 15.5
BD1209541 14.7 0 21
BD1209542 18.1 0 18
BD1209543 14 0 19.25
BD1209544 16.9 0 17.5
BD1209545 9.65 8.25 17.5
BD1209546 15.8 7.5 20.5
BD1209547 8.85 8 11.5
BD1209548 18.85 0 20
BD1209549 17.3 19.25 0
BD1209550 20.5 18 0
BD1209551 14.45 16 0
BD1209552 14.25 0 13.75
BD1209553 12.45 13.25 0
BD1209554 14.65 0 19
BD1209555 15.5 0 17.75
BD1209556 16.25 0 18.5
BD1209557 17.75 15.75 0
BD1209558 15 10.25 16.5
BD1209559 21 0 22.5
BD1209560 15.4 16.5 0
BD1209561 18 16.75 0
BD1209562 18.4 18.75 0
BD1209563 16.8 13.5 0
BD1209564 12.5 9 17.5
BD1209565 9.5 0 17.5
BD1209566 17.2 20.25 0
BD1209567 16.2 16.5 0
BD1209568 20.25 17.5 19.75
BD1209569 18.55 19.5 0
BD1209570 12.9 12.75 18.75
BD1209571 21.8 0 19
BD1209572 10.85 0 17.25
BD1209573 15.2 0 17
BD1209574 15.4 6.5 0
BD1209575 10.5 0 15.25
BD1209576 16.35 13.5 0
BD1209577 8.4 7.5 17.25
BD1209578 16.45 0 19.25
BD1209579 17.8 8.25 20.5
BD1209580 24.45 0 19
BD1209581 18.2 0 19
BD1209582 11 0 17
BD1209583 8.85 0 13
BD1209584 16.9 0 19.25
BD1209585 10.55 8.25 18
BD1209586 17.3 0 17.5
BD1209587 10.95 0 15.25
BD1209588 20.5 20 0
BD1209589 17.2 17 0
BD1209590 11.75 0 15.25
BD1209591 15.2 0 16.75
BD1209592 15.35 0 15.5
BD1209593 13.5 10.25 17.75
BD1209594 18.2 0 21
BD1209595 20.1 17.75 0
BD1209596 16.2 9.75 20
BD1209597 11.9 0 14
BD1209598 17.25 10.75 20
BD1209599 8.65 8 12.25
BD1209600 12.4 10.75 14.75
BD1209601 12.75 0 18.25
BD1209602 14.8 16 18
BD1209603 15.35 13.25 16.5
BD1209604 15.1 8.25 19.75
BD1209605 14.3 0 17
BD1209606 10.95 0 9.75
BD1209607 13.95 12.5 15.75
BD1209608 12.75 12.75 19
BD1209609 15.9 11.5 17.75
BD1209610 15.05 17.75 0
BD1209611 13.65 0 17.5
BD1209612 18.6 20.75 0
BD1209613 22.15 19 0
BD1209614 18.55 17 0
BD1209615 8.25 0 14.25
BD1209616 6.65 0 7.75
BD1209617 18 18.25 0
BD1209618 18.15 0 21.75
BD1209619 16.4 15.5 0
BD1209620 20.95 16 0
BD1209621 14.95 10.5 0
BD1209622 23.7 18.25 0
BD1209623 22.35 0 22.75
BD1209624 14.2 0 19.5
BD1209625 21.45 18.5 0
BD1209626 7.35 8.25 15.75
BD1209627 12.6 0 17
BD1209628 24.55 23.75 0
BD1209629 16.8 0 18.25
BD1209630 10.25 14 0
BD1209631 8.6 0 12.5
BD1209632 13.95 0 16.5
BD1209633 17.45 16.75 0
BD1209634 8.35 8.75 12.75
BD1209635 13.7 0 19.75
BD1209636 14.7 9.25 0
BD1209637 15 0 18
BD1209638 12.75 8.5 16.25
BD1209639 13.1 0 17.75
BD1209640 16.2 0 18
BD1209641 19.1 0 21.25
BD1209642 17.4 19.75 0
BD1209643 19.4 17.5 0
BD1209644 19.95 13.25 0
BD1209645 13.7 0 18
BD1209646 17.15 0 17
BD1209647 16.6 0 17.75
BD1209648 12.55 0 16
BD1209649 12.8 0 18
BD1209650 15.05 0 20.75
BD1209651 17.15 14.25 0
BD1209652 18.45 0 15
BD1209653 13 0 17.5
BD1209654 13.4 10.25 21.75
BD1209655 17.85 18 0
BD1209656 14.8 0 21.5
BD1209657 21.25 15 0
BD1209658 15.75 14.5 0
BD1209659 17.05 0 19.75
BD1209660 15.9 16 0
BD1209661 17.3 19 0
BD1209662 22.35 21.25 0
BD1209663 16.65 14.75 0
BD1209664 12.35 0 16.5
BD1209665 20.6 21.25 0
BD1209666 9.1 0 9.75
BD1209667 14.75 0 18.75
BD1209668 20.05 16.25 0
BD1209669 13.55 0 5.5
BD1209670 13.15 10.75 19.25
BD1209671 14.3 0 16.25
BD1209672 14.4 0 17.75
BD1209673 13.15 13.25 0
